Domaine,Pays,Élément,Produit,Année,Valeur
"Bilans Alimentaires","Éthiopie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2131"
"Bilans Alimentaires","Fédération de Russie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3361"
"Bilans Alimentaires","Fidji","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2943"
"Bilans Alimentaires","Finlande","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3368"
"Bilans Alimentaires","France","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3482"
"Bilans Alimentaires","Gabon","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2830"
"Bilans Alimentaires","Gambie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2628"
"Bilans Alimentaires","Géorgie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2905"
"Bilans Alimentaires","Ghana","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3016"
"Bilans Alimentaires","Grèce","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3400"
"Bilans Alimentaires","Grenade","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2447"
"Bilans Alimentaires","Guatemala","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2419"
"Bilans Alimentaires","Guinée","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2566"
"Bilans Alimentaires","Guinée-Bissau","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2292"
"Bilans Alimentaires","Guyana","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2764"
"Bilans Alimentaires","Haïti","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2091"
"Bilans Alimentaires","Honduras","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2641"
"Bilans Alimentaires","Hongrie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3037"
"Bilans Alimentaires","Îles Salomon","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2391"
"Bilans Alimentaires","Inde","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2459"
"Bilans Alimentaires","Indonésie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2777"
"Bilans Alimentaires","Iran (République islamique d')","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3094"
"Bilans Alimentaires","Iraq","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2545"
"Bilans Alimentaires","Irlande","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3600"
"Bilans Alimentaires","Islande","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3380"
"Bilans Alimentaires","Israël","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3610"
"Bilans Alimentaires","Italie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3579"
"Bilans Alimentaires","Jamaïque","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2746"
"Bilans Alimentaires","Japon","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2726"
"Bilans Alimentaires","Jordanie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3100"
"Bilans Alimentaires","Kazakhstan","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3264"
"Bilans Alimentaires","Kenya","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2206"
"Bilans Alimentaires","Kirghizistan","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2817"
"Bilans Alimentaires","Kiribati","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3040"
"Bilans Alimentaires","Koweït","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3501"
"Bilans Alimentaires","Lesotho","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2529"
"Bilans Alimentaires","Lettonie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3174"
"Bilans Alimentaires","Macédoine du Nord","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2949"
"Bilans Alimentaires","Liban","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3066"
"Bilans Alimentaires","Libéria","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2204"
"Bilans Alimentaires","Lituanie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3417"
"Bilans Alimentaires","Luxembourg","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3539"
"Bilans Alimentaires","Madagascar","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2052"
"Bilans Alimentaires","Malaisie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2916"
"Bilans Alimentaires","Malawi","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2367"
"Bilans Alimentaires","Maldives","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2732"
"Bilans Alimentaires","Mali","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2890"
"Bilans Alimentaires","Malte","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3378"
"Bilans Alimentaires","Maroc","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3403"
"Bilans Alimentaires","Maurice","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3065"
"Bilans Alimentaires","Mauritanie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2876"
"Bilans Alimentaires","Mexique","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3072"
"Bilans Alimentaires","Mongolie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2510"
"Bilans Alimentaires","Monténégro","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3491"
"Bilans Alimentaires","Mozambique","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2283"
"Bilans Alimentaires","Myanmar","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2571"
"Bilans Alimentaires","Namibie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2171"
"Bilans Alimentaires","Népal","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2673"
"Bilans Alimentaires","Nicaragua","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2638"
"Bilans Alimentaires","Niger","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2547"
"Bilans Alimentaires","Nigéria","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2700"
"Bilans Alimentaires","Norvège","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3485"
"Bilans Alimentaires","Nouvelle-Calédonie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2853"
"Bilans Alimentaires","Nouvelle-Zélande","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3137"
"Bilans Alimentaires","Oman","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3143"
"Bilans Alimentaires","Ouganda","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2130"
"Bilans Alimentaires","Ouzbékistan","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2760"
"Bilans Alimentaires","Pakistan","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2440"
"Bilans Alimentaires","Panama","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2733"
"Bilans Alimentaires","Paraguay","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2589"
"Bilans Alimentaires","Pays-Bas","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3228"
"Bilans Alimentaires","Pérou","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2700"
"Bilans Alimentaires","Philippines","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2570"
"Bilans Alimentaires","Pologne","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3451"
"Bilans Alimentaires","Polynésie française","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2927"
"Bilans Alimentaires","Portugal","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3477"
"Bilans Alimentaires","République centrafricaine","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","1879"
"Bilans Alimentaires","République de Corée","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3334"
"Bilans Alimentaires","République de Moldova","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2714"
"Bilans Alimentaires","République démocratique populaire lao","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2451"
"Bilans Alimentaires","République dominicaine","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2614"
"Bilans Alimentaires","République populaire démocratique de Corée","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2094"
"Bilans Alimentaires","République-Unie de Tanzanie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2208"
"Bilans Alimentaires","Roumanie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3358"
"Bilans Alimentaires","Royaume-Uni","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3424"
"Bilans Alimentaires","Rwanda","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2228"
"Bilans Alimentaires","Sainte-Lucie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2595"
"Bilans Alimentaires","Saint-Kitts-et-Nevis","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2492"
"Bilans Alimentaires","Saint-Vincent-et-les Grenadines","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2968"
"Bilans Alimentaires","Samoa","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2960"
"Bilans Alimentaires","Sao Tomé-et-Principe","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2400"
"Bilans Alimentaires","Sénégal","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2456"
"Bilans Alimentaires","Serbie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2728"
"Bilans Alimentaires","Sierra Leone","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2404"
"Bilans Alimentaires","Slovaquie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2944"
"Bilans Alimentaires","Slovénie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3168"
"Bilans Alimentaires","Soudan","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2336"
"Bilans Alimentaires","Sri Lanka","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2539"
"Bilans Alimentaires","Suède","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3179"
"Bilans Alimentaires","Suisse","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3391"
"Bilans Alimentaires","Suriname","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2753"
"Bilans Alimentaires","Eswatini","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2329"
"Bilans Alimentaires","Tadjikistan","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2201"
"Bilans Alimentaires","Tchad","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2110"
"Bilans Alimentaires","Tchéquie (la)","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3256"
"Bilans Alimentaires","Thaïlande","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2784"
"Bilans Alimentaires","Timor-Leste","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2131"
"Bilans Alimentaires","Togo","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2454"
"Bilans Alimentaires","Trinité-et-Tobago","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3052"
"Bilans Alimentaires","Tunisie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3349"
"Bilans Alimentaires","Turkménistan","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2840"
"Bilans Alimentaires","Turquie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3706"
"Bilans Alimentaires","Ukraine","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3138"
"Bilans Alimentaires","Uruguay","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3050"
"Bilans Alimentaires","Vanuatu","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2836"
"Bilans Alimentaires","Venezuela (République bolivarienne du)","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2631"
"Bilans Alimentaires","Viet Nam","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2745"
"Bilans Alimentaires","Yémen","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2223"
"Bilans Alimentaires","Zambie","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","1930"
"Bilans Alimentaires","Zimbabwe","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","2110"
"Bilans Alimentaires","Chine","Disponibilité alimentaire (Kcal/personne/jour)","Total General","2013","3108"
