Domaine,Pays,Élément,Produit,Année,Valeur
"Bilans Alimentaires","Croatie","Population totale","Population","2013","4290"
"Bilans Alimentaires","Cuba","Population totale","Population","2012","11271"
"Bilans Alimentaires","Cuba","Population totale","Population","2013","11266"
"Bilans Alimentaires","Danemark","Population totale","Population","2012","5598"
"Bilans Alimentaires","Danemark","Population totale","Population","2013","5619"
"Bilans Alimentaires","Djibouti","Population totale","Population","2012","860"
"Bilans Alimentaires","Djibouti","Population totale","Population","2013","873"
"Bilans Alimentaires","Dominique","Population totale","Population","2012","72"
"Bilans Alimentaires","Dominique","Population totale","Population","2013","72"
"Bilans Alimentaires","Égypte","Population totale","Population","2012","80722"
"Bilans Alimentaires","Égypte","Population totale","Population","2013","82056"
"Bilans Alimentaires","El Salvador","Population totale","Population","2012","6297"
"Bilans Alimentaires","El Salvador","Population totale","Population","2013","6340"
"Bilans Alimentaires","Émirats arabes unis","Population totale","Population","2012","9206"
"Bilans Alimentaires","Émirats arabes unis","Population totale","Population","2013","9346"
"Bilans Alimentaires","Équateur","Population totale","Population","2012","15492"
"Bilans Alimentaires","Équateur","Population totale","Population","2013","15738"
"Bilans Alimentaires","Espagne","Population totale","Population","2012","46755"
"Bilans Alimentaires","Espagne","Population totale","Population","2013","46927"
"Bilans Alimentaires","Estonie","Population totale","Population","2012","1291"
"Bilans Alimentaires","Estonie","Population totale","Population","2013","1287"
"Bilans Alimentaires","États-Unis d'Amérique","Population totale","Population","2012","317505"
"Bilans Alimentaires","États-Unis d'Amérique","Population totale","Population","2013","320051"
"Bilans Alimentaires","Éthiopie","Population totale","Population","2012","91729"
"Bilans Alimentaires","Éthiopie","Population totale","Population","2013","94101"
"Bilans Alimentaires","Fédération de Russie","Population totale","Population","2012","143170"
"Bilans Alimentaires","Fédération de Russie","Population totale","Population","2013","142834"
"Bilans Alimentaires","Fidji","Population totale","Population","2012","875"
"Bilans Alimentaires","Fidji","Population totale","Population","2013","881"
"Bilans Alimentaires","Finlande","Population totale","Population","2012","5408"
"Bilans Alimentaires","Finlande","Population totale","Population","2013","5426"
"Bilans Alimentaires","France","Population totale","Population","2012","63937"
"Bilans Alimentaires","France","Population totale","Population","2013","64291"
"Bilans Alimentaires","Gabon","Population totale","Population","2012","1633"
"Bilans Alimentaires","Gabon","Population totale","Population","2013","1672"
"Bilans Alimentaires","Gambie","Population totale","Population","2012","1791"
"Bilans Alimentaires","Gambie","Population totale","Population","2013","1849"
"Bilans Alimentaires","Géorgie","Population totale","Population","2012","4358"
"Bilans Alimentaires","Géorgie","Population totale","Population","2013","4341"
"Bilans Alimentaires","Ghana","Population totale","Population","2012","25366"
"Bilans Alimentaires","Ghana","Population totale","Population","2013","25905"
"Bilans Alimentaires","Grèce","Population totale","Population","2012","11125"
"Bilans Alimentaires","Grèce","Population totale","Population","2013","11128"
"Bilans Alimentaires","Grenade","Population totale","Population","2012","105"
"Bilans Alimentaires","Grenade","Population totale","Population","2013","106"
"Bilans Alimentaires","Guatemala","Population totale","Population","2012","15083"
"Bilans Alimentaires","Guatemala","Population totale","Population","2013","15468"
"Bilans Alimentaires","Guinée","Population totale","Population","2012","11451"
"Bilans Alimentaires","Guinée","Population totale","Population","2013","11745"
"Bilans Alimentaires","Guinée-Bissau","Population totale","Population","2012","1664"
"Bilans Alimentaires","Guinée-Bissau","Population totale","Population","2013","1704"
"Bilans Alimentaires","Guyana","Population totale","Population","2012","795"
"Bilans Alimentaires","Guyana","Population totale","Population","2013","800"
"Bilans Alimentaires","Haïti","Population totale","Population","2012","10174"
"Bilans Alimentaires","Haïti","Population totale","Population","2013","10317"
"Bilans Alimentaires","Honduras","Population totale","Population","2012","7936"
"Bilans Alimentaires","Honduras","Population totale","Population","2013","8096"
"Bilans Alimentaires","Hongrie","Population totale","Population","2012","9976"
"Bilans Alimentaires","Hongrie","Population totale","Population","2013","9955"
"Bilans Alimentaires","Îles Salomon","Population totale","Population","2012","550"
"Bilans Alimentaires","Îles Salomon","Population totale","Population","2013","561"
"Bilans Alimentaires","Inde","Population totale","Population","2012","1236687"
"Bilans Alimentaires","Inde","Population totale","Population","2013","1252140"
"Bilans Alimentaires","Indonésie","Population totale","Population","2012","246864"
"Bilans Alimentaires","Indonésie","Population totale","Population","2013","249866"
"Bilans Alimentaires","Iran (République islamique d')","Population totale","Population","2012","76424"
"Bilans Alimentaires","Iran (République islamique d')","Population totale","Population","2013","77447"
"Bilans Alimentaires","Iraq","Population totale","Population","2012","32778"
"Bilans Alimentaires","Iraq","Population totale","Population","2013","33765"
"Bilans Alimentaires","Irlande","Population totale","Population","2012","4576"
"Bilans Alimentaires","Irlande","Population totale","Population","2013","4627"
"Bilans Alimentaires","Islande","Population totale","Population","2012","326"
"Bilans Alimentaires","Islande","Population totale","Population","2013","330"
"Bilans Alimentaires","Israël","Population totale","Population","2012","7644"
"Bilans Alimentaires","Israël","Population totale","Population","2013","7733"
"Bilans Alimentaires","Italie","Population totale","Population","2012","60885"
"Bilans Alimentaires","Italie","Population totale","Population","2013","60990"
"Bilans Alimentaires","Jamaïque","Population totale","Population","2012","2769"
"Bilans Alimentaires","Jamaïque","Population totale","Population","2013","2784"
"Bilans Alimentaires","Japon","Population totale","Population","2012","127250"
"Bilans Alimentaires","Japon","Population totale","Population","2013","127144"
"Bilans Alimentaires","Jordanie","Population totale","Population","2012","7009"
"Bilans Alimentaires","Jordanie","Population totale","Population","2013","7274"
"Bilans Alimentaires","Kazakhstan","Population totale","Population","2012","16271"
"Bilans Alimentaires","Kazakhstan","Population totale","Population","2013","16441"
"Bilans Alimentaires","Kenya","Population totale","Population","2012","43178"
"Bilans Alimentaires","Kenya","Population totale","Population","2013","44354"
"Bilans Alimentaires","Kirghizistan","Population totale","Population","2012","5474"
"Bilans Alimentaires","Kirghizistan","Population totale","Population","2013","5548"
"Bilans Alimentaires","Kiribati","Population totale","Population","2012","101"
"Bilans Alimentaires","Kiribati","Population totale","Population","2013","102"
"Bilans Alimentaires","Koweït","Population totale","Population","2012","3250"
"Bilans Alimentaires","Koweït","Population totale","Population","2013","3369"
"Bilans Alimentaires","Lesotho","Population totale","Population","2012","2052"
"Bilans Alimentaires","Lesotho","Population totale","Population","2013","2074"
"Bilans Alimentaires","Lettonie","Population totale","Population","2012","2060"
"Bilans Alimentaires","Lettonie","Population totale","Population","2013","2050"
"Bilans Alimentaires","Macédoine du Nord","Population totale","Population","2012","2106"
"Bilans Alimentaires","Macédoine du Nord","Population totale","Population","2013","2107"
"Bilans Alimentaires","Liban","Population totale","Population","2012","4647"
"Bilans Alimentaires","Liban","Population totale","Population","2013","4822"
"Bilans Alimentaires","Libéria","Population totale","Population","2012","4190"
"Bilans Alimentaires","Libéria","Population totale","Population","2013","4294"
"Bilans Alimentaires","Lituanie","Population totale","Population","2012","3028"
"Bilans Alimentaires","Lituanie","Population totale","Population","2013","3017"
"Bilans Alimentaires","Luxembourg","Population totale","Population","2012","524"
"Bilans Alimentaires","Luxembourg","Population totale","Population","2013","530"
"Bilans Alimentaires","Madagascar","Population totale","Population","2012","22294"
"Bilans Alimentaires","Madagascar","Population totale","Population","2013","22925"
"Bilans Alimentaires","Malaisie","Population totale","Population","2012","29240"
"Bilans Alimentaires","Malaisie","Population totale","Population","2013","29717"
"Bilans Alimentaires","Malawi","Population totale","Population","2012","15906"
"Bilans Alimentaires","Malawi","Population totale","Population","2013","16363"
"Bilans Alimentaires","Maldives","Population totale","Population","2012","338"
"Bilans Alimentaires","Maldives","Population totale","Population","2013","345"
"Bilans Alimentaires","Mali","Population totale","Population","2012","14854"
"Bilans Alimentaires","Mali","Population totale","Population","2013","15302"
"Bilans Alimentaires","Malte","Population totale","Population","2012","428"
"Bilans Alimentaires","Malte","Population totale","Population","2013","429"
"Bilans Alimentaires","Maroc","Population totale","Population","2012","32521"
"Bilans Alimentaires","Maroc","Population totale","Population","2013","33008"
"Bilans Alimentaires","Maurice","Population totale","Population","2012","1240"
"Bilans Alimentaires","Maurice","Population totale","Population","2013","1244"
"Bilans Alimentaires","Mauritanie","Population totale","Population","2012","3796"
"Bilans Alimentaires","Mauritanie","Population totale","Population","2013","3890"
"Bilans Alimentaires","Mexique","Population totale","Population","2012","120847"
"Bilans Alimentaires","Mexique","Population totale","Population","2013","122332"
"Bilans Alimentaires","Mongolie","Population totale","Population","2012","2796"
"Bilans Alimentaires","Mongolie","Population totale","Population","2013","2839"
"Bilans Alimentaires","Monténégro","Population totale","Population","2012","621"
"Bilans Alimentaires","Monténégro","Population totale","Population","2013","621"
"Bilans Alimentaires","Mozambique","Population totale","Population","2012","25203"
"Bilans Alimentaires","Mozambique","Population totale","Population","2013","25834"
"Bilans Alimentaires","Myanmar","Population totale","Population","2012","52797"
"Bilans Alimentaires","Myanmar","Population totale","Population","2013","53259"
"Bilans Alimentaires","Namibie","Population totale","Population","2012","2259"
"Bilans Alimentaires","Namibie","Population totale","Population","2013","2303"
"Bilans Alimentaires","Népal","Population totale","Population","2012","27474"
"Bilans Alimentaires","Népal","Population totale","Population","2013","27797"
"Bilans Alimentaires","Nicaragua","Population totale","Population","2012","5992"
"Bilans Alimentaires","Nicaragua","Population totale","Population","2013","6080"
"Bilans Alimentaires","Niger","Population totale","Population","2012","17157"
"Bilans Alimentaires","Niger","Population totale","Population","2013","17831"
"Bilans Alimentaires","Nigéria","Population totale","Population","2012","168834"
"Bilans Alimentaires","Nigéria","Population totale","Population","2013","173615"
"Bilans Alimentaires","Norvège","Population totale","Population","2012","4994"
"Bilans Alimentaires","Norvège","Population totale","Population","2013","5043"
"Bilans Alimentaires","Nouvelle-Calédonie","Population totale","Population","2012","253"
"Bilans Alimentaires","Nouvelle-Calédonie","Population totale","Population","2013","256"
"Bilans Alimentaires","Nouvelle-Zélande","Population totale","Population","2012","4460"
"Bilans Alimentaires","Nouvelle-Zélande","Population totale","Population","2013","4506"
"Bilans Alimentaires","Oman","Population totale","Population","2012","3314"
"Bilans Alimentaires","Oman","Population totale","Population","2013","3632"
"Bilans Alimentaires","Ouganda","Population totale","Population","2012","36346"
"Bilans Alimentaires","Ouganda","Population totale","Population","2013","37579"
"Bilans Alimentaires","Ouzbékistan","Population totale","Population","2012","28541"
"Bilans Alimentaires","Ouzbékistan","Population totale","Population","2013","28934"
"Bilans Alimentaires","Pakistan","Population totale","Population","2012","179160"
"Bilans Alimentaires","Pakistan","Population totale","Population","2013","182143"
"Bilans Alimentaires","Panama","Population totale","Population","2012","3802"
"Bilans Alimentaires","Panama","Population totale","Population","2013","3864"
"Bilans Alimentaires","Paraguay","Population totale","Population","2012","6687"
"Bilans Alimentaires","Paraguay","Population totale","Population","2013","6802"
"Bilans Alimentaires","Pays-Bas","Population totale","Population","2012","16714"
"Bilans Alimentaires","Pays-Bas","Population totale","Population","2013","16759"
"Bilans Alimentaires","Pérou","Population totale","Population","2012","29988"
"Bilans Alimentaires","Pérou","Population totale","Population","2013","30376"
"Bilans Alimentaires","Philippines","Population totale","Population","2012","96707"
"Bilans Alimentaires","Philippines","Population totale","Population","2013","98394"
"Bilans Alimentaires","Pologne","Population totale","Population","2012","38211"
"Bilans Alimentaires","Pologne","Population totale","Population","2013","38217"
"Bilans Alimentaires","Polynésie française","Population totale","Population","2012","274"
"Bilans Alimentaires","Polynésie française","Population totale","Population","2013","277"
"Bilans Alimentaires","Portugal","Population totale","Population","2012","10604"
"Bilans Alimentaires","Portugal","Population totale","Population","2013","10608"
"Bilans Alimentaires","République centrafricaine","Population totale","Population","2012","4525"
"Bilans Alimentaires","République centrafricaine","Population totale","Population","2013","4616"
"Bilans Alimentaires","République de Corée","Population totale","Population","2012","49003"
"Bilans Alimentaires","République de Corée","Population totale","Population","2013","49263"
"Bilans Alimentaires","République de Moldova","Population totale","Population","2012","3514"
"Bilans Alimentaires","République de Moldova","Population totale","Population","2013","3487"
"Bilans Alimentaires","République démocratique populaire lao","Population totale","Population","2012","6646"
"Bilans Alimentaires","République démocratique populaire lao","Population totale","Population","2013","6770"
"Bilans Alimentaires","République dominicaine","Population totale","Population","2012","10277"
"Bilans Alimentaires","République dominicaine","Population totale","Population","2013","10404"
"Bilans Alimentaires","République populaire démocratique de Corée","Population totale","Population","2012","24763"
"Bilans Alimentaires","République populaire démocratique de Corée","Population totale","Population","2013","24895"
"Bilans Alimentaires","République-Unie de Tanzanie","Population totale","Population","2012","47783"
"Bilans Alimentaires","République-Unie de Tanzanie","Population totale","Population","2013","49253"
"Bilans Alimentaires","Roumanie","Population totale","Population","2012","21755"
"Bilans Alimentaires","Roumanie","Population totale","Population","2013","21699"
"Bilans Alimentaires","Royaume-Uni","Population totale","Population","2012","63030"
"Bilans Alimentaires","Royaume-Uni","Population totale","Population","2013","63384"
"Bilans Alimentaires","Rwanda","Population totale","Population","2012","11458"
"Bilans Alimentaires","Rwanda","Population totale","Population","2013","11777"
"Bilans Alimentaires","Sainte-Lucie","Population totale","Population","2012","181"
"Bilans Alimentaires","Sainte-Lucie","Population totale","Population","2013","182"
"Bilans Alimentaires","Saint-Kitts-et-Nevis","Population totale","Population","2012","54"
"Bilans Alimentaires","Saint-Kitts-et-Nevis","Population totale","Population","2013","54"
"Bilans Alimentaires","Saint-Vincent-et-les Grenadines","Population totale","Population","2012","109"
"Bilans Alimentaires","Saint-Vincent-et-les Grenadines","Population totale","Population","2013","109"
"Bilans Alimentaires","Samoa","Population totale","Population","2012","189"
"Bilans Alimentaires","Samoa","Population totale","Population","2013","190"
"Bilans Alimentaires","Sao Tomé-et-Principe","Population totale","Population","2012","188"
"Bilans Alimentaires","Sao Tomé-et-Principe","Population totale","Population","2013","193"
"Bilans Alimentaires","Sénégal","Population totale","Population","2012","13726"
"Bilans Alimentaires","Sénégal","Population totale","Population","2013","14133"
"Bilans Alimentaires","Serbie","Population totale","Population","2012","9553"
"Bilans Alimentaires","Serbie","Population totale","Population","2013","9511"
"Bilans Alimentaires","Sierra Leone","Population totale","Population","2012","5979"
"Bilans Alimentaires","Sierra Leone","Population totale","Population","2013","6092"
"Bilans Alimentaires","Slovaquie","Population totale","Population","2012","5446"
"Bilans Alimentaires","Slovaquie","Population totale","Population","2013","5450"
"Bilans Alimentaires","Slovénie","Population totale","Population","2012","2068"
"Bilans Alimentaires","Slovénie","Population totale","Population","2013","2072"
"Bilans Alimentaires","Soudan","Population totale","Population","2012","37195"
"Bilans Alimentaires","Soudan","Population totale","Population","2013","37964"
"Bilans Alimentaires","Sri Lanka","Population totale","Population","2012","21098"
"Bilans Alimentaires","Sri Lanka","Population totale","Population","2013","21273"
"Bilans Alimentaires","Suède","Population totale","Population","2012","9511"
"Bilans Alimentaires","Suède","Population totale","Population","2013","9571"
"Bilans Alimentaires","Suisse","Population totale","Population","2012","7997"
"Bilans Alimentaires","Suisse","Population totale","Population","2013","8078"
"Bilans Alimentaires","Suriname","Population totale","Population","2012","535"
"Bilans Alimentaires","Suriname","Population totale","Population","2013","539"
"Bilans Alimentaires","Eswatini","Population totale","Population","2012","1231"
"Bilans Alimentaires","Eswatini","Population totale","Population","2013","1250"
"Bilans Alimentaires","Tadjikistan","Population totale","Population","2012","8009"
"Bilans Alimentaires","Tadjikistan","Population totale","Population","2013","8208"
"Bilans Alimentaires","Tchad","Population totale","Population","2012","12448"
"Bilans Alimentaires","Tchad","Population totale","Population","2013","12825"
"Bilans Alimentaires","Tchéquie (la)","Population totale","Population","2012","10660"
"Bilans Alimentaires","Tchéquie (la)","Population totale","Population","2013","10702"
"Bilans Alimentaires","Thaïlande","Population totale","Population","2012","66785"
"Bilans Alimentaires","Thaïlande","Population totale","Population","2013","67011"
"Bilans Alimentaires","Timor-Leste","Population totale","Population","2012","1114"
"Bilans Alimentaires","Timor-Leste","Population totale","Population","2013","1133"
"Bilans Alimentaires","Togo","Population totale","Population","2012","6643"
"Bilans Alimentaires","Togo","Population totale","Population","2013","6817"
"Bilans Alimentaires","Trinité-et-Tobago","Population totale","Population","2012","1337"
"Bilans Alimentaires","Trinité-et-Tobago","Population totale","Population","2013","1341"
"Bilans Alimentaires","Tunisie","Population totale","Population","2012","10875"
"Bilans Alimentaires","Tunisie","Population totale","Population","2013","10997"
"Bilans Alimentaires","Turkménistan","Population totale","Population","2012","5173"
"Bilans Alimentaires","Turkménistan","Population totale","Population","2013","5240"
"Bilans Alimentaires","Turquie","Population totale","Population","2012","73997"
"Bilans Alimentaires","Turquie","Population totale","Population","2013","74933"
"Bilans Alimentaires","Ukraine","Population totale","Population","2012","45530"
"Bilans Alimentaires","Ukraine","Population totale","Population","2013","45239"
"Bilans Alimentaires","Uruguay","Population totale","Population","2012","3395"
"Bilans Alimentaires","Uruguay","Population totale","Population","2013","3407"
"Bilans Alimentaires","Vanuatu","Population totale","Population","2012","247"
"Bilans Alimentaires","Vanuatu","Population totale","Population","2013","253"
"Bilans Alimentaires","Venezuela (République bolivarienne du)","Population totale","Population","2012","29955"
"Bilans Alimentaires","Venezuela (République bolivarienne du)","Population totale","Population","2013","30405"
"Bilans Alimentaires","Viet Nam","Population totale","Population","2012","90796"
"Bilans Alimentaires","Viet Nam","Population totale","Population","2013","91680"
"Bilans Alimentaires","Yémen","Population totale","Population","2012","23852"
"Bilans Alimentaires","Yémen","Population totale","Population","2013","24407"
"Bilans Alimentaires","Zambie","Population totale","Population","2012","14075"
"Bilans Alimentaires","Zambie","Population totale","Population","2013","14539"
"Bilans Alimentaires","Zimbabwe","Population totale","Population","2012","13724"
"Bilans Alimentaires","Zimbabwe","Population totale","Population","2013","14150"
"Bilans Alimentaires","Chine","Population totale","Population","2012","1408042"
"Bilans Alimentaires","Chine","Population totale","Population","2013","1416667"
