Domaine,Pays,Élément,Produit,Année,Valeur
"Bilans Alimentaires","Botswana","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","26.41"
"Bilans Alimentaires","Brésil","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","94.99"
"Bilans Alimentaires","Brésil","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","52.59"
"Bilans Alimentaires","Brunéi Darussalam","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","93.41"
"Bilans Alimentaires","Brunéi Darussalam","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","52.95"
"Bilans Alimentaires","Bulgarie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","83.53"
"Bilans Alimentaires","Bulgarie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","41.3"
"Bilans Alimentaires","Burkina Faso","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","79.38"
"Bilans Alimentaires","Burkina Faso","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","11.07"
"Bilans Alimentaires","Cabo Verde","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","73.65"
"Bilans Alimentaires","Cabo Verde","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","27.93"
"Bilans Alimentaires","Cambodge","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","65.66"
"Bilans Alimentaires","Cambodge","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","19.11"
"Bilans Alimentaires","Cameroun","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","69.96"
"Bilans Alimentaires","Cameroun","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","11.7"
"Bilans Alimentaires","Canada","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","104.95"
"Bilans Alimentaires","Canada","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","54.7"
"Bilans Alimentaires","Chili","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","87.36"
"Bilans Alimentaires","Chili","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","45.27"
"Bilans Alimentaires","Chypre","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","77.61"
"Bilans Alimentaires","Chypre","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","45.05"
"Bilans Alimentaires","Colombie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","64.38"
"Bilans Alimentaires","Colombie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","33.48"
"Bilans Alimentaires","Congo","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","51.66"
"Bilans Alimentaires","Congo","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","22.25"
"Bilans Alimentaires","Costa Rica","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","75.07"
"Bilans Alimentaires","Costa Rica","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","40.98"
"Bilans Alimentaires","Côte d'Ivoire","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","58.51"
"Bilans Alimentaires","Côte d'Ivoire","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","13.67"
"Bilans Alimentaires","Croatie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","84.35"
"Bilans Alimentaires","Croatie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","47.98"
"Bilans Alimentaires","Cuba","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","90.86"
"Bilans Alimentaires","Cuba","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","31.77"
"Bilans Alimentaires","Danemark","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","108.88"
"Bilans Alimentaires","Danemark","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","69.82"
"Bilans Alimentaires","Djibouti","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","65.86"
"Bilans Alimentaires","Djibouti","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","15.09"
"Bilans Alimentaires","Dominique","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","76.25"
"Bilans Alimentaires","Dominique","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","39.19"
"Bilans Alimentaires","Égypte","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","103.24"
"Bilans Alimentaires","Égypte","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","26.34"
"Bilans Alimentaires","El Salvador","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","71.9"
"Bilans Alimentaires","El Salvador","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","25.25"
"Bilans Alimentaires","Émirats arabes unis","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","104.62"
"Bilans Alimentaires","Émirats arabes unis","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","41.7"
"Bilans Alimentaires","Équateur","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","61.36"
"Bilans Alimentaires","Équateur","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","36.53"
"Bilans Alimentaires","Espagne","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","104.88"
"Bilans Alimentaires","Espagne","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","65.15"
"Bilans Alimentaires","Estonie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","103.9"
"Bilans Alimentaires","Estonie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","53.24"
"Bilans Alimentaires","États-Unis d'Amérique","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","109.6"
"Bilans Alimentaires","États-Unis d'Amérique","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","69.78"
"Bilans Alimentaires","Éthiopie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","60.4"
"Bilans Alimentaires","Éthiopie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","7.69"
"Bilans Alimentaires","Fédération de Russie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","102.84"
"Bilans Alimentaires","Fédération de Russie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","56.18"
"Bilans Alimentaires","Fidji","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","73.6"
"Bilans Alimentaires","Fidji","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","31.37"
"Bilans Alimentaires","Finlande","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","117.72"
"Bilans Alimentaires","Finlande","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","73.03"
"Bilans Alimentaires","France","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","110.52"
"Bilans Alimentaires","France","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","69.35"
"Bilans Alimentaires","Gabon","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","86.63"
"Bilans Alimentaires","Gabon","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","43.03"
"Bilans Alimentaires","Gambie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","61.55"
"Bilans Alimentaires","Gambie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","14.1"
"Bilans Alimentaires","Géorgie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","80.53"
"Bilans Alimentaires","Géorgie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","28.82"
"Bilans Alimentaires","Ghana","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","64.57"
"Bilans Alimentaires","Ghana","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","17.22"
"Bilans Alimentaires","Grèce","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","108.8"
"Bilans Alimentaires","Grèce","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","59.24"
"Bilans Alimentaires","Grenade","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","69.19"
"Bilans Alimentaires","Grenade","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","41.59"
"Bilans Alimentaires","Guatemala","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","63.73"
"Bilans Alimentaires","Guatemala","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","17.83"
"Bilans Alimentaires","Guinée","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","55.93"
"Bilans Alimentaires","Guinée","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","9.94"
"Bilans Alimentaires","Guinée-Bissau","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","44.04"
"Bilans Alimentaires","Guinée-Bissau","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","8.89"
"Bilans Alimentaires","Guyana","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","79.51"
"Bilans Alimentaires","Guyana","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","36.07"
"Bilans Alimentaires","Haïti","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","47.72"
"Bilans Alimentaires","Haïti","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","10.15"
"Bilans Alimentaires","Honduras","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","64.88"
"Bilans Alimentaires","Honduras","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","23.2"
"Bilans Alimentaires","Hongrie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","78.85"
"Bilans Alimentaires","Hongrie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","42.1"
"Bilans Alimentaires","Îles Salomon","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","56.36"
"Bilans Alimentaires","Îles Salomon","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","17.47"
"Bilans Alimentaires","Inde","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","60.25"
"Bilans Alimentaires","Inde","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","11.99"
"Bilans Alimentaires","Indonésie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","62.18"
"Bilans Alimentaires","Indonésie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","17.71"
"Bilans Alimentaires","Iran (République islamique d')","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","87.28"
"Bilans Alimentaires","Iran (République islamique d')","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","22.22"
"Bilans Alimentaires","Iraq","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","63.63"
"Bilans Alimentaires","Iraq","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","13.18"
"Bilans Alimentaires","Irlande","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","110.02"
"Bilans Alimentaires","Irlande","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","64.82"
"Bilans Alimentaires","Islande","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","133.54"
"Bilans Alimentaires","Islande","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","96.48"
"Bilans Alimentaires","Israël","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","128.14"
"Bilans Alimentaires","Israël","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","72.47"
"Bilans Alimentaires","Italie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","108.51"
"Bilans Alimentaires","Italie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","58.24"
"Bilans Alimentaires","Jamaïque","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","76.97"
"Bilans Alimentaires","Jamaïque","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","37.11"
"Bilans Alimentaires","Japon","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","87.73"
"Bilans Alimentaires","Japon","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","48.46"
"Bilans Alimentaires","Jordanie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","79.59"
"Bilans Alimentaires","Jordanie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","27.18"
"Bilans Alimentaires","Kazakhstan","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","96.41"
"Bilans Alimentaires","Kazakhstan","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","57.06"
"Bilans Alimentaires","Kenya","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","61.84"
"Bilans Alimentaires","Kenya","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","15.9"
"Bilans Alimentaires","Kirghizistan","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","85.16"
"Bilans Alimentaires","Kirghizistan","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","35.04"
"Bilans Alimentaires","Kiribati","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","73.33"
"Bilans Alimentaires","Kiribati","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","35.3"
"Bilans Alimentaires","Koweït","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","108.24"
"Bilans Alimentaires","Koweït","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","53.58"
"Bilans Alimentaires","Lesotho","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","73.52"
"Bilans Alimentaires","Lesotho","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","12.78"
"Bilans Alimentaires","Lettonie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","91.39"
"Bilans Alimentaires","Lettonie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","50.97"
"Bilans Alimentaires","Macédoine du Nord","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","78.51"
"Bilans Alimentaires","Macédoine du Nord","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","32.25"
"Bilans Alimentaires","Liban","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","79.71"
"Bilans Alimentaires","Liban","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","29.32"
"Bilans Alimentaires","Libéria","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","37.66"
"Bilans Alimentaires","Libéria","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","8.14"
"Bilans Alimentaires","Lituanie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","124.49"
"Bilans Alimentaires","Lituanie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","76.49"
"Bilans Alimentaires","Luxembourg","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","113.88"
"Bilans Alimentaires","Luxembourg","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","72.12"
"Bilans Alimentaires","Madagascar","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","46.67"
"Bilans Alimentaires","Madagascar","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","10.02"
"Bilans Alimentaires","Malaisie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","81.58"
"Bilans Alimentaires","Malaisie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","45.4"
"Bilans Alimentaires","Malawi","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","64.55"
"Bilans Alimentaires","Malawi","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","7.79"
"Bilans Alimentaires","Maldives","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","122.43"
"Bilans Alimentaires","Maldives","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","85.96"
"Bilans Alimentaires","Mali","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","85.2"
"Bilans Alimentaires","Mali","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","23.69"
"Bilans Alimentaires","Malte","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","110.36"
"Bilans Alimentaires","Malte","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","61.74"
"Bilans Alimentaires","Maroc","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","97.93"
"Bilans Alimentaires","Maroc","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","26.64"
"Bilans Alimentaires","Maurice","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","88.36"
"Bilans Alimentaires","Maurice","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","39.82"
"Bilans Alimentaires","Mauritanie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","84.96"
"Bilans Alimentaires","Mauritanie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","33.87"
"Bilans Alimentaires","Mexique","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","87.63"
"Bilans Alimentaires","Mexique","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","40.66"
"Bilans Alimentaires","Mongolie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","80.79"
"Bilans Alimentaires","Mongolie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","48.53"
"Bilans Alimentaires","Monténégro","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","112.07"
"Bilans Alimentaires","Monténégro","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","63.11"
"Bilans Alimentaires","Mozambique","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","45.7"
"Bilans Alimentaires","Mozambique","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","6.35"
"Bilans Alimentaires","Myanmar","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","82.61"
"Bilans Alimentaires","Myanmar","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","33.71"
"Bilans Alimentaires","Namibie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","57.69"
"Bilans Alimentaires","Namibie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","19.55"
"Bilans Alimentaires","Népal","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","69.15"
"Bilans Alimentaires","Népal","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","11.46"
"Bilans Alimentaires","Nicaragua","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","69.62"
"Bilans Alimentaires","Nicaragua","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","21.2"
"Bilans Alimentaires","Niger","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","80.94"
"Bilans Alimentaires","Niger","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","14.73"
"Bilans Alimentaires","Nigéria","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","63.76"
"Bilans Alimentaires","Nigéria","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","9.85"
"Bilans Alimentaires","Norvège","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","110.9"
"Bilans Alimentaires","Norvège","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","65.99"
"Bilans Alimentaires","Nouvelle-Calédonie","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","87.03"
"Bilans Alimentaires","Nouvelle-Calédonie","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","52.31"
"Bilans Alimentaires","Nouvelle-Zélande","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","92.54"
"Bilans Alimentaires","Nouvelle-Zélande","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","54.81"
"Bilans Alimentaires","Oman","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","88.25"
"Bilans Alimentaires","Oman","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","45.69"
"Bilans Alimentaires","Ouganda","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","52.68"
"Bilans Alimentaires","Ouganda","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","12.39"
"Bilans Alimentaires","Ouzbékistan","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","83.43"
"Bilans Alimentaires","Ouzbékistan","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","29.19"
"Bilans Alimentaires","Pakistan","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","65.49"
"Bilans Alimentaires","Pakistan","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","27.26"
"Bilans Alimentaires","Panama","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","79.44"
"Bilans Alimentaires","Panama","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","41.65"
"Bilans Alimentaires","Paraguay","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","70.72"
"Bilans Alimentaires","Paraguay","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","34.18"
"Bilans Alimentaires","Pays-Bas","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","111.72"
"Bilans Alimentaires","Pays-Bas","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","75.77"
"Bilans Alimentaires","Pérou","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","74.92"
"Bilans Alimentaires","Pérou","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","27.04"
"Bilans Alimentaires","Philippines","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","59.93"
"Bilans Alimentaires","Philippines","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","24.85"
"Bilans Alimentaires","Pologne","Disponibilité de protéines en quantité (g/personne/jour)","Total General","2013","101.47"
"Bilans Alimentaires","Pologne","Disponibilité de protéines en quantité (g/personne/jour)","Produits Animaux","2013","53.27"
